group,GX,GY,GZ,AX,AY,AZ
screwdriver,-1.22,-60.85,38.45,0.27,-0.6,0.39
screwdriver,15.56,-26.67,10.99,0.2,-0.63,1.09
handdriver,-45.04,299.19,23.25,-0.17,-0.14,0.84
handdriver,25.39,-24.05,6.59,-0.52,-0.04,0.89
screwdriver,13.55,186.16,36.8,0.1,-0.92,0.26
handdriver,-25.57,215.09,-5.07,-1.3,-0.21,0.26
handdriver,6.16,-6.96,2.56,-0.67,-0.16,0.85
handdriver,14.16,-78.86,2.08,-0.56,-0.03,0.74
screwdriver,79.59,-129.46,-23.93,1.26,-0.86,0.36
handdriver,15.93,-89.42,16.42,-1.08,-0.13,0.64
screwdriver,11.6,-38.27,15.44,-0.03,-0.82,0.27
screwdriver,35.52,-201.84,26.55,0.17,-0.7,0.96
screwdriver,25.7,54.44,8.61,0.13,-0.37,0.84
handdriver,-22.4,-226.81,-12.08,-0.63,-0.13,0.63
handdriver,25.94,-119.63,6.71,-0.54,-0.05,0.78
screwdriver,18.13,-41.2,22.95,0.49,-0.59,0.97
screwdriver,-38.88,152.53,48.4,-0.0,-0.95,0.23
handdriver,5.49,-50.35,0.79,-0.63,-0.05,0.86
screwdriver,23.68,-38.7,26.31,0.5,-0.57,0.98
handdriver,-19.84,71.59,6.77,-0.67,-0.15,0.63
screwdriver,-0.55,-76.05,-11.84,0.71,-0.76,0.41
handdriver,28.26,-68.85,10.31,-1.5,-0.06,0.19
handdriver,-9.46,76.78,2.2,-0.29,0.0,0.88
handdriver,-13.12,289.67,8.73,-0.89,-0.19,0.4
handdriver,-15.01,10.68,0.12,-1.7,-0.23,0.39
screwdriver,9.89,-123.6,5.55,0.18,-0.81,0.26
screwdriver,-137.45,454.53,-87.16,0.64,-0.87,0.35
screwdriver,5.92,-115.84,17.46,0.38,-0.81,0.14
screwdriver,-151.12,519.53,-53.28,0.55,-0.88,-0.26
screwdriver,-50.96,388.61,-15.87,0.73,-0.63,0.68
handdriver,41.08,-173.89,1.53,-0.66,-0.18,0.89
handdriver,15.01,-87.71,9.16,-0.88,-0.15,0.69
screwdriver,11.17,-103.88,28.5,0.42,-0.75,0.56
screwdriver,-11.96,18.01,-6.04,0.4,-0.68,0.73
screwdriver,-6.41,-13.67,-4.27,0.8,-0.71,0.6
screwdriver,-14.89,17.76,-3.11,0.78,-0.74,0.11
screwdriver,-44.92,-109.13,44.98,-0.08,-0.83,0.77
screwdriver,-5.19,-119.87,29.17,0.43,-0.55,0.39
handdriver,32.47,-448.18,-10.86,-0.96,-0.03,0.41
handdriver,-7.69,258.91,7.08,-1.54,-0.19,-0.19
screwdriver,43.58,-131.77,27.71,0.44,-0.89,0.48
handdriver,-26.92,369.69,21.97,-1.41,-0.19,0.02
handdriver,-16.97,11.23,-0.24,-0.26,-0.22,0.86
screwdriver,3.78,-45.65,5.13,0.28,-0.65,0.45
handdriver,10.19,27.89,-5.37,-0.54,-0.05,0.77
handdriver,-6.29,194.89,8.97,-0.66,-0.06,0.72
screwdriver,-42.85,134.22,8.3,0.5,-0.73,0.09
handdriver,-23.99,100.95,5.68,-1.05,-0.24,0.56
screwdriver,11.6,-203.31,32.65,-0.02,-0.69,0.85
screwdriver,1.16,-74.34,13.79,-0.3,-0.71,0.79
handdriver,-24.11,156.37,4.27,-1.13,-0.13,0.62
handdriver,21.73,-330.93,5.49,-0.82,-0.17,0.5
handdriver,15.99,-426.09,-8.3,-1.22,-0.07,-0.02
handdriver,17.7,-8.61,5.43,-0.34,-0.11,1.03
handdriver,7.69,-53.71,14.89,-0.51,-0.17,0.84
handdriver,-10.62,317.75,11.35,-0.27,-0.21,0.58
screwdriver,21.36,-77.58,-8.61,0.77,-0.81,0.17
handdriver,-22.03,-50.96,18.62,-1.04,-0.08,0.53
handdriver,0.79,-74.58,0.43,-0.36,-0.02,0.84
handdriver,-24.66,311.34,13.98,0.11,-0.17,0.89
screwdriver,-15.99,-16.3,12.88,0.66,-0.46,0.44
handdriver,-11.05,-0.37,-0.12,-0.58,0.0,0.88
screwdriver,-51.33,135.62,-79.16,0.93,-0.92,1.17
screwdriver,33.02,10.62,-19.96,0.54,-0.76,0.76
handdriver,25.94,-118.35,14.28,-0.95,-0.19,0.62
screwdriver,29.97,-197.69,28.02,0.7,-0.88,0.1
handdriver,-7.57,1.16,17.15,-0.62,-0.13,0.82
screwdriver,37.96,-229.68,13.67,0.55,-0.46,0.7
handdriver,-5.25,0.06,5.13,-1.16,-0.18,0.56
screwdriver,-28.08,98.33,28.08,0.21,-1.08,0.38
screwdriver,59.45,-40.34,24.96,0.34,-0.8,0.47
handdriver,4.7,-15.75,5.37,-0.7,-0.07,0.79
screwdriver,-9.58,-1.53,35.16,0.6,-0.66,0.7
handdriver,-1.34,18.01,8.79,-0.18,-0.2,1.01
handdriver,-15.87,47.18,7.69,-1.12,-0.11,0.57
screwdriver,-16.54,-24.29,-14.89,0.52,-0.71,0.53
handdriver,14.71,-159.61,5.92,-0.32,0.06,0.88
handdriver,18.86,-82.4,6.77,-1.0,-0.07,0.46
handdriver,5.68,20.57,0.24,-0.18,-0.15,0.97
screwdriver,-23.01,-11.17,-2.81,0.16,-0.9,0.68
handdriver,17.82,-71.53,-2.38,-0.8,-0.12,0.71
handdriver,-28.81,12.76,-15.44,-0.39,0.02,0.86
handdriver,4.09,-12.02,-5.49,-0.4,-0.08,0.84
screwdriver,59.63,-363.46,0.12,0.57,-0.73,0.46
handdriver,-16.6,103.58,4.76,-0.44,-0.12,0.73
screwdriver,74.1,-82.15,26.49,0.59,-0.84,0.33
screwdriver,-39.98,143.37,-1.16,0.13,-0.67,0.34
handdriver,-3.6,49.56,2.08,-0.24,-0.02,0.82
screwdriver,-23.68,70.01,4.09,1.0,-0.75,0.41
screwdriver,3.48,-86.98,2.69,-0.26,-0.67,0.83
handdriver,-6.23,5.68,2.08,-0.47,-0.13,0.86
screwdriver,-23.62,88.13,-6.53,-0.07,-0.92,0.47
screwdriver,9.95,50.05,-18.13,-0.38,-0.58,0.47
screwdriver,29.66,-335.82,63.72,0.21,-0.97,0.49
handdriver,-4.27,1.46,4.03,-0.63,-0.23,0.77
screwdriver,-4.58,1.4,4.09,0.59,-0.78,0.63
screwdriver,-62.07,186.16,-84.59,1.15,-0.91,1.1
handdriver,2.32,33.39,7.08,-0.36,-0.26,0.98
screwdriver,-114.07,348.39,-38.51,1.3,-1.23,0.74
screwdriver,1.16,-243.84,48.95,-0.29,-0.82,0.86
handdriver,10.25,-17.52,9.58,-0.62,-0.12,0.89
screwdriver,26.67,-52.86,9.7,0.45,-0.76,0.42
handdriver,-16.3,103.94,2.01,-0.29,-0.31,0.98
screwdriver,13.49,-192.02,-3.48,0.71,-0.54,0.38
handdriver,54.5,-310.18,3.05,-0.81,-0.06,0.61
handdriver,-9.89,0.85,-1.28,-0.29,-0.18,0.99
handdriver,11.72,4.58,6.29,-0.53,-0.07,0.79
screwdriver,-12.21,44.49,71.23,-0.01,-0.74,0.43
handdriver,16.78,-257.39,2.99,-0.41,-0.01,0.9
handdriver,11.23,-25.45,6.59,-0.78,-0.01,0.79
screwdriver,40.28,-160.46,-0.98,0.76,-0.81,0.32
screwdriver,22.71,-46.2,-1.53,0.43,-0.85,0.5
handdriver,-6.47,-189.7,25.94,-0.58,-0.04,0.85
screwdriver,-3.3,62.19,-12.33,0.78,-0.71,0.66
screwdriver,10.19,-81.18,-3.85,0.2,-0.76,0.83
handdriver,-1.16,-11.23,10.99,-0.37,-0.16,0.99
handdriver,20.08,-132.93,-3.66,-0.28,-0.03,0.85
handdriver,22.52,-14.71,19.1,-0.66,-0.12,0.92
handdriver,-20.81,139.83,6.16,-1.19,-0.15,0.47
handdriver,18.68,-40.34,3.78,-0.29,-0.12,1.0
handdriver,30.09,-357.36,-1.59,-0.55,-0.02,0.71
handdriver,4.64,-9.64,13.37,-0.65,-0.11,0.86
handdriver,10.56,-11.6,15.32,-0.57,-0.08,0.94
screwdriver,-21.85,-249.82,43.7,-0.37,-1.06,0.26
screwdriver,0.18,-101.01,9.46,0.06,-0.65,0.93
handdriver,-19.41,416.56,-4.03,-0.99,-0.02,0.44
handdriver,-4.27,12.63,2.38,-0.15,0.05,0.82
screwdriver,21.3,1.89,25.76,0.38,-0.78,0.28
screwdriver,-9.7,294.74,-98.82,0.98,-1.0,1.19
handdriver,21.55,-73.97,14.77,-0.62,-0.13,0.92
screwdriver,-57.92,591.61,20.81,-0.14,-0.82,0.84
handdriver,-24.6,106.38,-4.58,-0.68,-0.05,0.85
handdriver,-12.02,25.7,-3.05,-0.6,0.06,0.85
screwdriver,19.29,-347.96,55.97,0.47,-0.89,0.19
screwdriver,16.3,-57.37,7.14,0.88,-0.61,0.58
screwdriver,16.91,21.0,-2.56,-0.28,-0.79,0.44
handdriver,20.87,-401.92,-1.77,-0.34,0.06,0.78
handdriver,19.65,-102.23,13.43,-0.33,0.03,0.94
screwdriver,-45.84,32.84,43.7,-0.74,-0.94,0.2
handdriver,-2.44,-131.71,1.4,-0.31,0.01,0.67
screwdriver,-19.29,170.53,-0.18,0.62,-0.54,0.66
screwdriver,4.46,-53.34,-38.27,0.79,-0.7,0.41
handdriver,-1.34,54.57,0.85,-0.41,-0.06,0.81
screwdriver,54.14,-104.31,30.09,0.25,-0.8,0.35
screwdriver,9.03,-99.06,3.85,0.3,-0.78,1.34
screwdriver,27.95,-234.07,13.73,0.65,-0.48,0.58
screwdriver,-1.71,-62.68,10.31,0.21,-0.69,0.31
handdriver,-24.29,-680.73,5.98,-0.15,-0.23,0.47
handdriver,8.36,-92.71,8.42,-0.84,-0.12,0.74
handdriver,-34.61,113.95,12.33,-0.47,-0.1,0.77
screwdriver,8.3,-34.85,22.83,0.69,-0.64,0.45
handdriver,-14.34,269.53,8.06,-0.82,-0.26,0.72
handdriver,25.02,-164.79,-2.87,-0.68,-0.25,0.85
handdriver,17.21,165.16,33.81,-1.66,-0.15,0.39
handdriver,6.47,-183.59,-2.14,-0.83,-0.09,0.63
handdriver,-18.07,45.84,5.8,-0.49,-0.1,0.93
handdriver,-40.47,434.02,-16.24,-1.09,-0.17,0.12
screwdriver,23.8,-144.96,37.35,0.25,-0.91,0.31
handdriver,-35.22,293.7,27.4,-0.49,-0.12,0.71
screwdriver,-13.67,28.32,-14.1,0.94,-0.85,0.49
handdriver,-7.32,-66.35,18.13,-1.14,-0.05,0.56
screwdriver,27.71,-47.18,3.6,0.56,-0.31,0.62
screwdriver,-13.12,-5.0,2.44,0.43,-0.78,0.42
handdriver,4.94,-6.9,3.3,-0.23,-0.16,0.96
handdriver,1.65,1.53,-2.44,-0.54,-0.01,0.85
handdriver,34.12,-92.35,21.55,-1.73,-0.08,0.14
handdriver,-9.64,-9.83,1.53,-0.46,-0.14,0.8
handdriver,-21.48,142.03,6.47,-0.16,-0.22,0.83
screwdriver,-32.17,47.36,2.87,0.62,-0.63,0.25
handdriver,33.08,-183.96,-1.95,-0.96,-0.03,0.66
handdriver,3.42,-61.46,11.78,-0.39,0.05,0.83
handdriver,47.85,-346.19,-5.07,-1.06,-0.08,0.22
handdriver,-16.97,80.99,-20.08,-0.45,-0.27,0.86
handdriver,26.61,-349.06,-9.22,-0.92,-0.12,0.6
screwdriver,-14.83,-12.63,26.79,0.36,-0.18,0.55
screwdriver,-27.34,-82.7,64.03,-0.08,-0.87,0.43
handdriver,-42.85,284.79,-4.27,-1.21,-0.17,0.66
screwdriver,48.52,-86.43,5.19,0.5,-0.61,0.22
screwdriver,0.79,-144.96,4.27,-0.35,-0.75,0.82
handdriver,-19.1,60.67,11.96,-0.41,-0.07,0.93
screwdriver,-35.71,90.94,-1.53,0.58,-0.58,0.36
handdriver,-15.08,202.82,17.03,-0.86,-0.14,0.49
handdriver,-37.17,407.17,26.55,-0.41,-0.17,0.58
handdriver,-13.49,-77.03,14.22,-0.26,-0.08,0.96
screwdriver,-34.67,315.43,5.43,0.13,-1.01,-0.19
handdriver,-10.25,-12.15,-4.52,0.02,-0.09,0.82
screwdriver,47.61,-129.7,22.95,0.32,-0.57,0.28
handdriver,-15.01,-130.0,3.54,0.03,-0.09,0.96
screwdriver,5.07,24.35,13.0,0.49,-0.8,0.55
handdriver,16.05,-142.46,-1.95,-0.74,-0.4,0.76
screwdriver,-189.03,430.97,-14.16,2.94,-1.18,-0.22
handdriver,1.34,-183.47,1.89,-1.48,-0.06,0.01
screwdriver,1.04,167.48,-54.5,-0.3,-0.75,0.83
screwdriver,-37.11,139.59,-9.83,0.48,-0.73,0.64
handdriver,7.02,17.27,10.13,-1.07,-0.16,0.44
screwdriver,-32.29,-24.17,37.35,0.03,-1.07,0.55
handdriver,17.88,16.05,10.19,-1.15,-0.18,0.59
screwdriver,58.78,-76.17,-0.49,0.33,-0.63,0.18
screwdriver,-43.4,328.37,-4.94,0.58,-0.74,0.6
screwdriver,-130.31,608.76,-51.88,0.75,-0.43,-0.14
screwdriver,-10.56,7.14,12.08,0.5,-0.57,0.56
handdriver,26.55,-258.97,6.9,-1.55,-0.1,0.29
screwdriver,129.27,-246.22,-12.33,0.69,-0.83,0.06
screwdriver,78.74,-249.39,-3.72,0.86,-0.76,-0.04
screwdriver,3.11,-18.31,-12.63,0.71,-0.77,0.72
handdriver,1.34,-86.55,13.73,-1.2,-0.14,0.4
handdriver,11.17,123.23,4.82,-0.16,-0.11,1.06
screwdriver,76.05,-168.88,-12.88,0.64,-0.79,0.47
screwdriver,23.44,-163.15,11.54,0.54,-0.43,0.66
handdriver,34.67,-430.11,-1.04,-0.61,-0.02,0.69
handdriver,17.7,-26.25,15.14,-0.47,-0.05,0.86
handdriver,-2.81,-21.18,-1.95,-0.45,0.0,0.87
handdriver,-2.56,38.21,6.23,-0.29,-0.28,0.98
screwdriver,-0.12,-80.69,4.58,-0.06,-0.67,0.92
screwdriver,50.48,-238.53,21.55,0.93,-0.75,0.2
handdriver,-29.91,340.15,7.45,-1.1,-0.28,0.66
screwdriver,18.07,-109.07,0.18,0.78,-0.78,0.8
handdriver,-13.92,76.72,1.46,-0.25,-0.18,0.86
handdriver,13.61,-120.85,4.21,-0.91,-0.21,0.7
screwdriver,-78.86,414.49,-11.41,0.96,-0.84,0.01
handdriver,-64.39,419.92,28.14,-1.13,-0.12,0.34
handdriver,-8.0,10.5,4.21,-0.48,-0.19,0.89
screwdriver,-14.89,353.64,-36.44,0.73,-0.41,0.83
screwdriver,-47.79,249.94,-2.2,0.57,-0.36,0.51
screwdriver,-11.66,-21.36,10.44,0.3,-0.85,0.74
screwdriver,-2.2,-31.68,18.07,0.48,-0.45,0.62
handdriver,10.99,-20.08,8.73,-0.45,-0.13,1.0
handdriver,4.76,21.91,7.45,-0.64,-0.11,0.92
handdriver,-16.66,247.68,8.85,-0.3,-0.13,0.79
handdriver,0.37,-3.72,2.38,-1.16,-0.15,0.32
handdriver,-1.59,-53.77,9.89,-0.42,-0.18,0.95
screwdriver,-14.95,-249.69,72.63,-0.66,-1.09,0.31
handdriver,-24.54,418.58,7.39,-0.54,-0.2,0.4
screwdriver,29.54,-333.68,10.62,0.21,-0.76,0.61
handdriver,-4.88,-8.61,3.66,-0.51,-0.05,0.91
handdriver,0.49,-26.06,1.77,-0.86,-0.08,0.85
screwdriver,52.12,-270.26,-10.99,0.42,-0.99,0.17
handdriver,13.55,-120.79,9.95,-0.91,-0.15,1.03
handdriver,24.96,-123.41,7.08,-0.74,-0.02,0.96
handdriver,-10.25,0.0,-2.56,-0.57,-0.2,0.88
screwdriver,0.55,-101.93,30.88,0.24,-0.66,0.7
handdriver,0.79,-17.09,-1.04,-0.39,-0.12,0.93
handdriver,0.61,70.98,15.01,-1.16,-0.47,0.56
screwdriver,47.61,-200.62,26.25,0.3,-0.51,0.81
handdriver,4.94,-215.33,24.41,-0.92,-0.2,0.63
handdriver,-4.33,134.58,-23.01,-0.53,-0.11,0.91
screwdriver,-8.85,-61.22,-38.51,0.72,-0.89,0.24
screwdriver,79.41,-121.89,0.85,0.65,-0.65,0.19
screwdriver,-35.4,529.85,20.69,0.41,-0.23,0.44
screwdriver,-6.77,35.83,33.08,0.54,-0.38,0.63
screwdriver,-21.85,33.14,13.43,0.74,-0.68,0.38
screwdriver,35.64,-139.95,0.06,0.07,-0.79,0.42
handdriver,-8.79,70.31,-0.43,-0.42,-0.07,0.85
screwdriver,-60.18,172.42,-48.46,1.46,-0.64,0.83
screwdriver,-1.04,-38.27,37.6,0.41,-0.8,0.23
screwdriver,-12.27,4.7,26.18,0.56,-0.43,0.57
handdriver,11.78,-105.22,-4.21,-0.53,-0.07,0.97
handdriver,17.03,-2.26,6.04,-0.26,-0.11,0.89
screwdriver,-21.42,66.22,26.37,0.7,-0.36,0.53
screwdriver,-29.36,29.6,-21.3,0.96,-0.79,0.27
screwdriver,12.51,9.46,21.73,0.4,-0.81,0.14
handdriver,33.26,-148.56,6.53,-0.97,-0.02,0.6
handdriver,29.66,-229.49,6.65,-0.8,-0.07,0.71
screwdriver,142.4,-449.89,13.55,1.01,-1.04,0.04
handdriver,0.37,-35.34,6.04,-0.58,-0.1,0.92
handdriver,17.7,-144.78,10.38,-0.69,-0.27,1.12
screwdriver,-161.56,387.33,-46.51,1.92,-1.12,-0.22
screwdriver,-16.72,389.71,-39.67,-0.49,-0.94,0.82
screwdriver,32.41,-130.92,-20.81,0.84,-0.77,0.19
handdriver,14.89,-67.63,8.91,-0.39,-0.09,0.81
screwdriver,10.44,-38.7,-35.34,0.67,-0.91,0.53
handdriver,-2.75,0.73,-3.17,-0.23,-0.35,0.97
screwdriver,3.48,-49.8,31.07,0.55,-0.74,0.22
handdriver,36.19,-240.36,-8.79,-0.49,-0.06,0.83
handdriver,-1.1,-5.49,-3.3,-0.41,0.0,0.71
handdriver,6.35,-382.57,9.34,-0.26,0.03,0.82
screwdriver,-27.4,13.31,-19.53,0.24,-0.65,0.86
screwdriver,-17.88,9.22,-1.28,0.49,-0.93,0.8
screwdriver,-6.59,79.16,-11.41,-0.23,-0.67,0.64
handdriver,13.18,-92.96,9.83,-0.32,-0.2,0.92
screwdriver,-53.89,262.51,-124.69,1.55,-0.59,1.17
handdriver,-16.54,-17.82,0.79,-0.31,-0.11,0.98
screwdriver,9.83,-74.1,-18.49,0.74,-0.76,0.26
screwdriver,-11.66,-6.23,12.51,0.05,-0.6,0.89
handdriver,27.83,-315.86,-11.17,-0.53,-0.01,0.81
handdriver,-17.15,294.8,7.63,-0.24,-0.15,0.65
screwdriver,16.72,-138.85,54.81,0.18,-0.89,0.39
screwdriver,-8.61,30.46,-0.55,0.35,-0.76,0.6
handdriver,-1.4,-26.49,2.32,-1.17,-0.19,0.47
screwdriver,28.44,-343.32,-3.91,0.52,-0.78,0.42
screwdriver,-1.89,-1.34,20.69,0.51,-0.34,0.68
handdriver,-8.24,-30.88,5.43,-0.49,0.03,0.84
screwdriver,-7.57,-42.05,27.28,0.58,-0.39,0.59
screwdriver,7.69,-193.79,7.87,-0.14,-0.74,0.93
handdriver,42.11,-96.07,10.07,-0.4,-0.03,1.02
handdriver,64.64,-327.33,9.34,-0.98,0.04,0.17
screwdriver,72.51,-195.62,25.33,0.66,-0.62,0.49
screwdriver,1.4,-106.51,-35.52,0.73,-0.93,0.69
handdriver,46.81,-360.11,-1.34,-0.85,0.01,0.63
handdriver,8.12,-265.44,2.38,-0.24,-0.14,0.87
screwdriver,-32.1,68.91,-3.6,0.35,-0.73,0.82
handdriver,-28.02,235.6,3.66,-0.86,-0.2,0.62
handdriver,-10.74,-91.86,6.23,-0.14,-0.03,0.78
handdriver,28.93,-67.08,8.73,-0.23,-0.01,1.05
handdriver,26.31,-367.37,-11.54,-0.48,-0.12,0.52
screwdriver,-14.22,-69.4,14.04,0.2,-0.88,0.52
handdriver,7.02,-62.19,6.77,-0.82,-0.08,0.66
screwdriver,-26.73,-53.47,11.54,0.27,-0.87,0.67
handdriver,-1.16,-23.01,10.07,-0.61,-0.1,0.89
handdriver,-12.27,268.25,6.65,-0.93,-0.11,0.57
screwdriver,-10.01,97.41,-58.65,-0.19,-0.61,0.77
handdriver,-21.73,77.76,-2.93,-0.97,-0.23,0.52
handdriver,32.65,-265.5,-11.11,-0.86,-0.08,0.39
screwdriver,18.07,-167.05,45.65,-0.75,-1.1,-0.13
handdriver,-4.88,31.74,5.07,-0.5,-0.05,0.92
screwdriver,-33.02,57.5,12.15,-0.01,-0.48,0.02
screwdriver,-9.34,-59.81,35.77,0.44,-0.7,0.55
screwdriver,-19.41,-115.11,65.43,-0.09,-0.88,0.63
handdriver,28.93,-188.72,20.57,-0.51,0.05,0.85
handdriver,-2.08,-27.1,11.11,-0.53,-0.18,0.88
handdriver,9.03,-2.26,7.51,-0.32,-0.23,1.08
handdriver,23.07,-417.11,0.06,-0.38,-0.0,0.64
screwdriver,-31.01,-176.82,31.13,0.17,-0.87,0.38
screwdriver,10.8,270.51,-25.76,-0.48,-0.79,0.51
handdriver,-26.61,271.3,14.53,-0.07,-0.02,0.62
screwdriver,34.73,-241.27,22.34,0.59,-0.5,0.81
screwdriver,49.44,-180.05,10.38,0.17,-0.75,0.26
handdriver,-8.85,-14.59,-0.98,-0.28,-0.3,0.92
handdriver,14.4,-234.37,-0.79,-1.21,-0.17,0.13
screwdriver,12.39,-292.91,-1.71,0.1,-0.91,0.57
handdriver,2.99,-129.94,1.28,-0.6,-0.06,0.75
handdriver,33.33,-269.65,-0.67,-0.66,-0.16,0.7
handdriver,10.25,-64.64,6.1,-0.33,-0.11,0.89
screwdriver,-31.98,105.04,-9.22,0.09,-0.54,0.45
handdriver,-11.6,59.94,-1.46,-0.01,-0.17,0.99
handdriver,-2.14,101.38,6.59,-1.26,-0.21,0.54
handdriver,-5.55,-28.14,3.6,0.08,-0.19,1.05
screwdriver,-9.58,-2.08,8.48,0.65,-0.35,0.73
handdriver,18.37,-118.1,24.72,-2.08,-0.3,0.07
handdriver,17.09,-26.79,18.8,-0.68,-0.11,0.84
screwdriver,-11.54,-33.14,9.34,0.15,-0.67,0.78
handdriver,-17.4,340.76,22.16,0.05,-0.02,0.94
screwdriver,-17.03,134.89,-7.69,-0.02,-0.67,0.1
screwdriver,-20.45,-52.73,27.53,0.47,-0.84,0.38
screwdriver,52.43,-68.85,-0.31,0.61,-0.69,0.03
screwdriver,39.18,-93.26,40.95,0.58,-0.29,0.79
screwdriver,39.49,-330.02,4.82,0.52,-0.55,0.72
screwdriver,-65.67,62.56,-17.03,0.92,-0.94,0.76
handdriver,19.96,-61.16,11.96,-0.37,-0.18,0.91
screwdriver,-6.84,-37.48,4.09,0.07,-0.52,0.91
handdriver,-9.22,22.77,-5.37,-0.45,-0.1,0.77
handdriver,-29.85,354.43,-8.18,-0.51,-0.18,0.59
handdriver,-10.56,-9.89,0.67,-0.52,-0.19,0.85
screwdriver,-11.47,76.9,13.98,0.71,-0.44,0.64
screwdriver,-5.19,0.24,-51.27,0.64,-0.82,0.22
screwdriver,-25.15,88.81,15.32,0.68,-0.61,0.16
handdriver,-9.34,20.45,-4.94,-0.2,-0.14,0.95
handdriver,14.4,-150.82,8.73,-0.81,-0.07,0.82
handdriver,0.98,-104.06,-6.71,-0.31,-0.11,0.86
handdriver,-7.08,-30.21,1.83,-0.28,-0.21,0.81
screwdriver,-55.79,520.02,-4.09,0.41,-0.69,0.75
handdriver,-16.36,45.53,-4.58,-0.32,-0.17,0.87
screwdriver,10.62,-175.11,15.5,-0.15,-0.69,0.92
handdriver,-28.75,52.12,-3.72,-0.43,-0.05,0.87
screwdriver,36.38,-175.29,15.81,0.29,-0.82,0.23
handdriver,18.49,-57.68,15.56,-1.03,-0.12,0.65
handdriver,0.37,-313.84,-1.34,-1.12,-0.08,0.38
handdriver,19.65,-96.5,-0.43,-0.36,-0.08,0.86
handdriver,0.06,-49.87,2.5,-0.73,-0.05,0.73
screwdriver,-7.14,-12.7,30.46,0.65,-0.54,0.67
screwdriver,-21.12,-17.09,-6.9,0.42,-0.85,0.52
screwdriver,40.83,-181.15,9.89,0.52,-0.74,0.66
handdriver,-3.36,54.14,15.75,-0.78,-0.07,0.89
screwdriver,18.62,6.41,0.79,0.5,-0.8,0.51
handdriver,-24.96,-145.57,-13.43,-1.34,-0.17,0.28
handdriver,2.75,-90.15,6.71,-0.9,-0.26,0.9
handdriver,40.53,-157.35,41.26,-0.36,-0.12,1.12
screwdriver,-48.1,-21.67,49.62,-0.4,-0.94,0.35
handdriver,14.4,-145.02,6.59,-0.52,-0.17,0.76
handdriver,15.44,-203.37,-3.78,-1.09,0.08,0.55
handdriver,18.86,-116.88,-0.67,-0.44,-0.01,0.75
screwdriver,-83.37,114.56,-41.14,2.15,-0.96,0.61
screwdriver,3.3,-66.04,28.63,0.18,-0.68,0.83
screwdriver,-48.65,115.11,-19.35,0.6,-0.91,0.47
handdriver,-15.32,190.55,18.19,-0.43,-0.26,0.84
screwdriver,27.77,-171.81,53.96,0.27,-0.43,0.52
handdriver,26.61,-39.49,9.46,-1.17,-0.14,0.49
handdriver,-26.61,18.13,-4.15,-0.7,-0.17,0.68
screwdriver,-4.39,14.65,6.65,0.38,-0.62,0.43
handdriver,-3.48,-32.47,1.16,-1.02,-0.2,0.62
handdriver,16.72,-50.05,6.77,-0.76,-0.12,0.67
screwdriver,82.58,-107.36,35.58,0.06,-0.65,0.56
handdriver,28.02,-143.19,10.44,-0.62,-0.01,0.92
handdriver,15.38,-256.96,-6.84,-0.79,-0.16,0.75
handdriver,4.82,-58.35,8.67,-0.78,-0.12,0.79
screwdriver,67.2,-159.24,14.34,0.67,-0.74,0.1
handdriver,-35.64,119.57,6.59,-1.0,-0.16,0.42
screwdriver,-67.5,385.31,-57.07,1.17,-0.6,0.42
handdriver,22.03,-34.73,10.8,-0.48,-0.21,0.99
handdriver,12.51,-14.1,1.95,-0.55,-0.06,0.9
handdriver,5.8,-54.99,-6.53,-0.22,-0.11,0.97
screwdriver,52.8,-256.04,15.2,0.45,-0.55,0.75
handdriver,-12.7,54.57,6.9,-0.35,-0.25,0.96
handdriver,-22.95,153.2,-28.56,-1.23,-0.23,0.49
handdriver,11.72,-192.14,-2.14,-0.87,-0.05,0.67
handdriver,17.7,-112.0,5.8,-0.53,-0.18,1.14
screwdriver,-14.47,61.4,27.53,0.2,-0.85,0.06
screwdriver,5.13,50.48,43.76,0.25,-0.84,0.42
screwdriver,6.41,-59.45,50.9,0.54,-0.78,0.43
handdriver,20.87,-523.93,-6.16,-0.67,-0.07,0.31
handdriver,-20.08,528.69,3.3,-1.12,-0.21,0.09
handdriver,-6.41,422.67,23.8,0.09,-0.21,0.67
screwdriver,-50.6,151.37,25.27,1.0,-0.76,0.21
screwdriver,-13.55,460.02,-47.3,0.09,-0.59,0.71
screwdriver,13.49,-122.86,13.06,0.15,-0.59,1.04
handdriver,5.98,-58.41,13.67,-1.02,-0.09,0.47
handdriver,6.41,0.0,5.92,-0.39,-0.12,1.02
handdriver,17.46,-3.3,8.3,-0.64,-0.02,0.76
screwdriver,-4.58,1.65,8.24,0.33,-0.77,0.61
handdriver,60.91,-274.72,-9.77,-0.75,0.06,0.85
screwdriver,-195.74,477.54,-67.44,1.18,-0.3,0.04
handdriver,-6.16,-6.41,-2.62,-1.0,-0.1,0.66
screwdriver,-63.84,469.85,13.12,0.74,-0.78,0.63
screwdriver,-2.75,190.12,11.41,-0.32,-0.81,0.22
handdriver,-33.33,316.96,-0.49,-0.86,-0.1,0.66
screwdriver,-8.79,12.94,22.71,0.29,-0.78,0.48
screwdriver,123.23,-202.45,1.1,0.92,-0.97,0.02
screwdriver,2.44,-132.32,18.01,0.18,-0.69,0.97
screwdriver,-37.05,247.5,-37.11,-0.5,-1.03,0.29
handdriver,19.53,-276.73,5.13,-0.29,-0.02,0.79
